,teamId,participantId,champion,role,lane,spell1,spell2,item1,item2,item3,item4,item5,item6,item7,win,kills,deaths,assists,largestKillingSpree,killingSprees,largestMultiKill,doubleKills,tripleKills,quadraKills,pentaKills,longestTimeSpentLiving,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,largestCriticalStrike,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,inhibitorKills,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,champLevel,visionWardsBoughtInGame,sightWardsBoughtInGame,visionScore,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,primaryKeystone,creepsPerMinDeltas,xpPerMinDeltas,goldPerMinDeltas,championName,summonerSpell1,summonerSpell2,team,keystone,item-1,item-2,item-3,item-4,item-5,item-6,item-7
{'summonerName': 'awkward raccoon'},200,9,25,DUO_SUPPORT,BOTTOM,14,4,3157,3853,3107,2055,1033,3117,3364,False,4,2,3,3,1,1,0,0,0,0,1345,45833,39885,5333,614,0,6111,4893,604,614,12901,5859,6671,370,8401,7300,0,0,38,0,0,0,14,8,0,41,23,2,True,False,False,False,8214,"{'10-20': 0.8, '0-10': 0.3, '20-30': 2}","{'10-20': 376.7, '0-10': 220.60000000000002, '20-30': 552.3}","{'10-20': 271.9, '0-10': 190.4, '20-30': 238.3}",Morgana,Ignite,Flash,Red,Summon Aery,Zhonya's Hourglass,Shard of True Ice,Redemption,Control Ward,Null-Magic Mantle,Boots of Mobility,Oracle Lens
{'summonerName': 'Diverse'},200,10,48,NONE,JUNGLE,4,11,1413,3109,2055,3065,3047,0,3364,False,2,2,7,2,1,1,0,0,0,0,1035,154543,60503,78767,15272,0,9281,2829,5607,843,37246,10977,24709,1559,9350,8825,0,0,38,107,84,4,15,1,0,11,2,2,False,False,False,False,8230,"{'10-20': 0.7999999999999999, '0-10': 0.1, '20-30': 2.6999999999999997}","{'10-20': 464.7, '0-10': 255.5, '20-30': 566.3}","{'10-20': 357.4, '0-10': 207.6, '20-30': 290.9}",Trundle,Flash,Smite,Red,Phase Rush,Enchantment: Cinderhulk,Knight's Vow,Control Ward,Spirit Visage,Ninja Tabi,N/A,Oracle Lens
{'summonerName': 'Weaboo God'},100,1,105,DUO_SUPPORT,NONE,4,14,2033,3145,1001,3067,0,0,3340,False,0,0,0,0,0,0,0,0,0,0,0,12879,2667,4902,5310,0,1227,353,433,440,4450,1612,2471,366,3475,2650,0,0,45,0,0,0,10,0,0,1,1,0,False,False,False,False,8112,{'0-10': 4.5},{'0-10': 413.1},{'0-10': 190.7},Fizz,Flash,Ignite,Blue,Electrocute,Corrupting Potion,Hextech Revolver,Boots of Speed,Kindlegem,N/A,N/A,Warding Totem (Trinket)
{'summonerName': 'Master Inter'},100,2,12,DUO_SUPPORT,NONE,14,4,1001,0,0,0,0,0,3340,False,0,1,0,0,0,0,0,0,0,0,288,2559,759,986,812,0,528,347,51,130,1880,666,1186,28,2787,800,0,0,7,0,0,0,4,0,0,2,2,0,False,False,False,False,8439,{'0-10': 0.7},{'0-10': 125.5},{'0-10': 121.9},Alistar,Ignite,Flash,Blue,Aftershock,Boots of Speed,N/A,N/A,N/A,N/A,N/A,Warding Totem (Trinket)
{'summonerName': 'hey black guy'},100,3,29,DUO_SUPPORT,NONE,7,4,1055,3006,3031,1018,2055,0,3340,False,5,6,1,2,2,2,1,0,0,0,299,27893,0,22905,4987,271,6890,0,6144,746,11917,4834,6575,507,6365,6025,0,0,62,0,0,0,9,3,0,8,6,1,False,False,False,False,8005,{'0-10': 3.4},{'0-10': 220.6},{'0-10': 239.3},Twitch,Heal,Flash,Blue,Press the Attack,Doran's Blade,Berserker's Greaves,Infinity Edge,Cloak of Agility,Control Ward,N/A,Warding Totem (Trinket)
{'summonerName': 'Cholula Sauce'},100,4,107,DUO_SUPPORT,NONE,4,11,1041,3077,1036,3147,0,1036,3364,False,2,4,1,0,0,1,0,0,0,0,616,67292,3155,60543,3593,0,5920,260,5492,168,15616,3819,11425,372,5722,5425,0,0,15,72,56,0,10,0,0,9,1,1,False,False,False,False,8010,{'0-10': 0.2},{'0-10': 311.8},{'0-10': 247.1},Rengar,Flash,Smite,Blue,Conqueror,Hunter's Machete,Tiamat,Long Sword,Duskblade of Draktharr,N/A,Long Sword,Oracle Lens
{'summonerName': 'tydall2'},100,5,106,DUO_SUPPORT,NONE,4,12,1055,3076,3047,3068,1028,0,3340,False,2,8,3,0,0,1,0,0,0,0,215,58851,30786,23834,4230,11,10805,3314,7491,0,19192,4705,10944,3542,6045,5750,0,0,90,0,0,0,11,0,0,5,4,0,False,False,False,False,8005,{'0-10': 4.6},{'0-10': 366.5},{'0-10': 254.1},Volibear,Flash,Teleport,Blue,Press the Attack,Doran's Blade,Bramble Vest,Ninja Tabi,Sunfire Cape,Ruby Crystal,N/A,Warding Totem (Trinket)
{'summonerName': 'ìrelia'},200,6,268,DUO_SUPPORT,NONE,12,4,1056,3115,1001,3165,0,0,3340,True,0,1,3,0,0,0,0,0,0,0,739,88604,81467,4572,2565,0,2679,2416,263,0,6036,389,5188,458,8125,6800,6,1,134,12,4,4,12,0,0,5,4,0,False,False,True,False,8010,{'0-10': 8.5},{'0-10': 493.29999999999995},{'0-10': 339.1},Azir,Teleport,Flash,Red,Conqueror,Doran's Ring,Nashor's Tooth,Boots of Speed,Morellonomicon,N/A,N/A,Warding Totem (Trinket)
{'summonerName': 'DZbenice'},200,7,114,DUO_SUPPORT,NONE,4,12,1055,2031,3074,3044,3047,3101,3340,True,4,3,3,4,1,1,0,0,0,0,799,74889,1018,70859,3010,369,10309,578,6720,3010,15147,2358,12758,30,8591,7735,3,0,122,4,0,4,12,1,0,7,2,0,True,False,False,False,8010,{'0-10': 6.1000000000000005},{'0-10': 474},{'0-10': 381.3},Fiora,Flash,Teleport,Red,Conqueror,Doran's Blade,Refillable Potion,Ravenous Hydra,Phage,Ninja Tabi,Stinger,Warding Totem (Trinket)
{'summonerName': 'xReaperOfWorldsx'},200,8,154,DUO_SUPPORT,NONE,4,11,2031,1401,3158,3076,1028,0,3364,True,6,0,2,6,1,1,0,0,0,0,0,78967,57155,18455,3356,11,5337,3830,908,598,12191,1733,10088,370,7473,4725,1,0,18,83,52,10,11,1,0,10,3,0,False,False,False,False,8439,{'0-10': 0.1},{'0-10': 340.8},{'0-10': 278.8},Zac,Flash,Smite,Red,Aftershock,Refillable Potion,Enchantment: Cinderhulk,Ionian Boots of Lucidity,Bramble Vest,Ruby Crystal,N/A,Oracle Lens
{'summonerName': 'ModernVibes'},200,9,63,DUO_SUPPORT,NONE,14,4,3851,3116,1052,3020,1028,0,3364,True,4,3,4,2,1,1,0,0,0,0,536,15179,12077,2382,720,0,9588,7971,896,720,6417,687,5563,167,6169,5235,0,0,6,0,0,0,9,2,0,20,6,4,False,False,False,False,8128,{'0-10': 0.4},{'0-10': 246.3},{'0-10': 235},Brand,Ignite,Flash,Red,Dark Harvest,Frostfang,Rylai's Crystal Scepter,Amplifying Tome,Sorcerer's Shoes,Ruby Crystal,N/A,Oracle Lens
{'summonerName': 'BarcodeNameHere'},200,10,202,DUO,NONE,7,4,3031,3009,3094,0,0,1055,3363,True,5,2,5,3,1,1,0,0,0,0,531,91224,2931,78698,9594,982,11260,331,10441,488,8998,597,7941,459,9071,7600,0,0,147,4,4,0,11,3,0,12,5,0,False,False,False,False,8021,{'0-10': 8.8},{'0-10': 355.2},{'0-10': 358.2},Jhin,Heal,Flash,Red,Fleet Footwork,Infinity Edge,Boots of Swiftness,Rapid Firecannon,N/A,N/A,Doran's Blade,Farsight Alteration
{'summonerName': 'suwushi'},100,1,51,DUO_CARRY,BOTTOM,7,4,1055,1038,3006,3031,3046,1053,3363,False,3,7,8,2,1,1,0,0,0,0,586,139251,928,138323,0,798,9666,637,9029,0,17185,8649,7842,694,10482,10100,0,0,181,10,9,0,13,2,0,45,11,5,False,False,False,False,8437,"{'10-20': 4.8, '0-10': 6.3, '20-30': 5.3}","{'10-20': 363.6, '0-10': 309.7, '20-30': 337.20000000000005}","{'10-20': 334.1, '0-10': 307.6, '20-30': 283.79999999999995}",Caitlyn,Heal,Flash,Blue,Grasp of the Undying,Doran's Blade,B. F. Sword,Berserker's Greaves,Infinity Edge,Phantom Dancer,Vampiric Scepter,Farsight Alteration
{'summonerName': 'Dragob'},100,2,120,SOLO,TOP,14,12,3047,3078,3065,2033,3110,0,3340,False,6,8,4,2,2,1,0,0,0,0,381,135209,16066,114778,4365,0,14397,2087,11820,490,34107,14135,18766,1205,11440,10908,1,0,197,4,0,0,16,1,0,22,8,1,False,False,False,False,8010,"{'10-20': 6.9, '0-10': 5.300000000000001, '20-30': 6.6}","{'10-20': 523.7, '0-10': 433.4, '20-30': 515.1}","{'10-20': 471, '0-10': 299.20000000000005, '20-30': 274.7}",Hecarim,Ignite,Teleport,Blue,Conqueror,Ninja Tabi,Trinity Force,Spirit Visage,Corrupting Potion,Frozen Heart,N/A,Warding Totem (Trinket)
{'summonerName': 'Cút cút ra '},100,3,99,DUO_SUPPORT,BOTTOM,3,4,3157,2055,3853,3111,3802,1026,3364,False,2,7,13,0,0,1,0,0,0,0,598,29747,24306,5202,239,0,12960,11905,1054,0,14836,7896,6566,372,7904,7375,0,0,14,4,0,0,12,9,0,79,34,7,False,False,False,False,8229,"{'10-20': 0.6, '0-10': 0.2, '20-30': 0.5}","{'10-20': 295, '0-10': 271.1, '20-30': 292.29999999999995}","{'10-20': 327.79999999999995, '0-10': 201.3, '20-30': 178.4}",Lux,Exhaust,Flash,Blue,Arcane Comet,Zhonya's Hourglass,Control Ward,Shard of True Ice,Mercury's Treads,Lost Chapter,Blasting Wand,Oracle Lens
{'summonerName': 'RustyWolf'},100,4,48,NONE,JUNGLE,4,11,1401,3083,3110,3065,0,3047,3364,False,9,7,7,4,1,2,1,0,0,0,431,158202,59716,84667,13817,0,12274,3685,7017,1571,51970,22350,27976,1643,12392,12325,0,0,34,133,107,4,14,3,0,18,4,4,False,False,False,False,8230,"{'10-20': 1.9, '0-10': 0.1, '20-30': 1}","{'10-20': 564.2, '0-10': 293.6, '20-30': 345.2}","{'10-20': 420, '0-10': 375.5, '20-30': 346.9}",Trundle,Flash,Smite,Blue,Phase Rush,Enchantment: Cinderhulk,Warmog's Armor,Frozen Heart,Spirit Visage,N/A,Ninja Tabi,Oracle Lens
{'summonerName': 'ìrelia'},100,5,268,SOLO,MIDDLE,12,4,3089,3285,0,3102,3111,0,3363,False,5,11,9,0,0,1,0,0,0,0,371,159893,153978,5645,270,0,20273,19692,428,153,25419,13447,10990,981,12508,12885,2,0,205,8,5,0,15,2,0,19,6,2,False,False,False,False,8128,"{'10-20': 6.2, '0-10': 6.7, '20-30': 6.699999999999999}","{'10-20': 465.1, '0-10': 449.1, '20-30': 393.1}","{'10-20': 447.4, '0-10': 300, '20-30': 403.4}",Azir,Teleport,Flash,Blue,Dark Harvest,Rabadon's Deathcap,Luden's Echo,N/A,Banshee's Veil,Mercury's Treads,N/A,Farsight Alteration
{'summonerName': 'BoxPlacer'},200,6,35,NONE,JUNGLE,14,11,3030,3135,3020,1402,3151,3041,3340,True,15,3,14,10,3,3,3,1,0,0,548,152850,113728,28903,10218,0,26634,22866,1517,2250,17167,5315,11741,110,14890,13400,2,1,35,115,77,8,16,0,0,25,9,6,False,False,False,False,8128,"{'10-20': 1.1, '0-10': 0.5, '20-30': 1.2}","{'10-20': 522.7, '0-10': 301.7, '20-30': 601}","{'10-20': 463.4, '0-10': 323.1, '20-30': 540.6}",Shaco,Ignite,Smite,Red,Dark Harvest,Hextech GLP-800,Void Staff,Sorcerer's Shoes,Enchantment: Runic Echoes,Liandry's Torment,Mejai's Soulstealer,Warding Totem (Trinket)
{'summonerName': 'Rattata Joey'},200,7,117,DUO_SUPPORT,BOTTOM,14,4,3117,3905,3853,3504,3105,0,3364,True,0,5,23,0,0,0,0,0,0,0,374,25585,15798,5931,3855,0,4466,2659,1085,720,11752,7076,4427,249,8774,7600,2,1,22,0,0,0,14,4,0,52,24,9,False,False,False,True,8214,"{'10-20': 0.4, '0-10': 0.6, '20-30': 0.7}","{'10-20': 344.5, '0-10': 284.4, '20-30': 474.20000000000005}","{'10-20': 271.3, '0-10': 172.7, '20-30': 293.1}",Lulu,Ignite,Flash,Red,Summon Aery,Boots of Mobility,Twin Shadows,Shard of True Ice,Ardent Censer,Aegis of the Legion,N/A,Oracle Lens
{'summonerName': 'Lzzzzyyy'},200,8,81,DUO_CARRY,BOTTOM,7,4,3035,3042,3078,3006,3153,3133,3340,True,15,6,14,7,3,2,3,0,0,0,405,207858,28199,174271,5388,0,42671,10387,30357,1926,19456,7158,11617,681,16777,13733,1,0,183,32,21,8,16,2,0,22,12,1,False,False,False,True,8010,"{'10-20': 7.3, '0-10': 5.9, '20-30': 2.5999999999999996}","{'10-20': 471.2, '0-10': 284.5, '20-30': 574.3}","{'10-20': 555, '0-10': 275.9, '20-30': 567.4}",Ezreal,Heal,Flash,Red,Conqueror,Last Whisper,Muramana,Trinity Force,Berserker's Greaves,Blade of the Ruined King,Caulfield's Warhammer,Warding Totem (Trinket)
{'summonerName': 'sexiandinoit'},200,9,115,SOLO,MIDDLE,4,21,1056,3285,3047,3089,1028,3165,3363,True,8,5,15,3,2,1,0,0,0,0,917,194398,162119,12278,20000,0,22787,21776,1010,0,13683,7856,5447,380,13341,12000,5,2,177,17,16,1,16,2,0,22,9,2,True,False,False,False,8214,"{'10-20': 7.6000000000000005, '0-10': 5.2, '20-30': 3.3}","{'10-20': 634.3, '0-10': 420.5, '20-30': 434.1}","{'10-20': 535, '0-10': 272.8, '20-30': 345.6}",Ziggs,Flash,Barrier,Red,Summon Aery,Doran's Ring,Luden's Echo,Ninja Tabi,Rabadon's Deathcap,Ruby Crystal,Morellonomicon,Farsight Alteration
{'summonerName': 'nowinsever'},200,10,14,SOLO,TOP,4,12,2033,3068,3082,3047,3076,3065,3340,True,2,6,17,0,0,1,0,0,0,0,432,128087,49768,78319,0,18,15497,6703,8794,0,31304,13687,16822,794,10555,9300,1,0,180,4,0,0,17,2,0,34,12,3,False,False,False,False,8437,"{'10-20': 5.9, '0-10': 5.9, '20-30': 4.7}","{'10-20': 474.9, '0-10': 445.3, '20-30': 577.8}","{'10-20': 279.5, '0-10': 258.3, '20-30': 365.70000000000005}",Sion,Flash,Teleport,Red,Grasp of the Undying,Corrupting Potion,Sunfire Cape,Warden's Mail,Ninja Tabi,Bramble Vest,Spirit Visage,Warding Totem (Trinket)
{'summonerName': 'ZackOG'},100,1,119,DUO_SUPPORT,NONE,4,7,1055,0,3004,1001,1042,1036,3340,True,2,1,4,2,1,2,1,0,0,0,204,53369,0,52800,568,0,3398,0,2830,568,3070,1073,1873,124,6124,3850,0,0,123,4,0,0,10,0,0,9,3,3,False,False,False,False,9923,{'0-10': 6},{'0-10': 311.6},{'0-10': 294.6},Draven,Flash,Heal,Blue,Hail of Blades,Doran's Blade,N/A,Manamune,Boots of Speed,Dagger,Long Sword,Warding Totem (Trinket)
{'summonerName': 'The EIementalist'},100,2,99,DUO_SUPPORT,NONE,4,3,3851,2003,2055,3114,3158,3028,3364,True,2,3,6,0,0,1,0,0,0,0,358,8802,4325,4062,414,0,4014,2365,1254,395,3687,1330,2264,92,4593,3350,0,0,9,0,0,0,8,4,0,32,13,6,False,False,False,False,8439,{'0-10': 0.6},{'0-10': 216.1},{'0-10': 169.9},Lux,Flash,Exhaust,Blue,Aftershock,Frostfang,Health Potion,Control Ward,Forbidden Idol,Ionian Boots of Lucidity,Chalice of Harmony,Oracle Lens
{'summonerName': 'OhNo Dads Home'},100,3,32,DUO_SUPPORT,NONE,4,11,1401,2031,3111,3211,3067,0,3364,True,3,1,7,3,1,1,0,0,0,0,708,79322,54596,15202,9523,0,7428,5716,1021,690,16081,4064,11860,156,6856,5825,1,0,18,80,55,0,11,1,0,28,7,1,False,False,True,False,8010,{'0-10': 0.1},{'0-10': 355.8},{'0-10': 289.1},Amumu,Flash,Smite,Blue,Conqueror,Enchantment: Cinderhulk,Refillable Potion,Mercury's Treads,Spectre's Cowl,Kindlegem,N/A,Oracle Lens
{'summonerName': 'To Young To Die'},100,4,31,DUO_SUPPORT,NONE,4,12,1054,3001,3076,3111,0,0,3340,True,0,0,2,0,0,0,0,0,0,0,0,76731,36720,23078,16931,0,3919,2835,1029,55,12010,4931,6971,108,6397,5300,1,0,152,8,0,0,12,0,0,6,4,0,False,False,False,False,8437,{'0-10': 8.3},{'0-10': 485.79999999999995},{'0-10': 280.2},Chogath,Flash,Teleport,Blue,Grasp of the Undying,Doran's Shield,Abyssal Mask,Bramble Vest,Mercury's Treads,N/A,N/A,Warding Totem (Trinket)
{'summonerName': 'ìrelia'},100,5,268,DUO_SUPPORT,NONE,12,4,1056,3115,3151,1001,2055,0,3363,True,8,0,5,8,1,2,1,0,0,0,0,78287,74943,2813,530,0,12260,11670,143,445,7466,3466,4000,0,8298,7100,0,0,126,4,0,0,12,2,0,15,5,1,False,False,False,True,8010,{'0-10': 7.1},{'0-10': 493.1},{'0-10': 324.8},Azir,Teleport,Flash,Blue,Conqueror,Doran's Ring,Nashor's Tooth,Liandry's Torment,Boots of Speed,Control Ward,N/A,Farsight Alteration
{'summonerName': 'FunkyMOnk2'},200,6,53,DUO_SUPPORT,NONE,4,14,2055,3117,3855,3050,0,0,3364,False,1,2,3,0,0,1,0,0,0,0,376,9594,1655,2939,4999,0,2042,1085,832,124,5390,2804,2349,236,4380,3975,0,0,22,0,0,0,8,3,0,18,11,1,True,False,False,False,8439,{'0-10': 1.3},{'0-10': 286.20000000000005},{'0-10': 224.10000000000002},Blitzcrank,Flash,Ignite,Red,Aftershock,Control Ward,Boots of Mobility,Runesteel Spaulders,Zeke's Convergence,N/A,N/A,Oracle Lens
{'summonerName': 'La Casa de Papel'},200,7,145,DUO,NONE,4,7,1055,2031,3004,1037,3006,1043,3340,False,3,3,2,0,0,1,0,0,0,0,380,64831,6109,57081,1640,0,5453,1802,3650,0,6739,4008,2577,154,7014,6025,0,0,147,0,0,0,9,0,0,8,5,1,False,False,False,False,9923,{'0-10': 8.4},{'0-10': 292.20000000000005},{'0-10': 333.1},Kaisa,Flash,Heal,Red,Hail of Blades,Doran's Blade,Refillable Potion,Manamune,Pickaxe,Berserker's Greaves,Recurve Bow,Warding Totem (Trinket)
{'summonerName': 'hidconBvsh'},200,8,154,DUO_SUPPORT,NONE,11,4,1401,2031,0,3111,1028,0,3364,False,1,2,1,0,0,1,0,0,0,0,713,57761,39309,14201,4249,0,2281,1737,224,319,15163,6711,7282,1169,4861,4300,0,0,7,72,64,1,8,2,0,11,5,2,False,False,False,False,8439,{'0-10': 0.1},{'0-10': 257.4},{'0-10': 239.7},Zac,Smite,Flash,Red,Aftershock,Enchantment: Cinderhulk,Refillable Potion,N/A,Mercury's Treads,Ruby Crystal,N/A,Oracle Lens
{'summonerName': 'llawliet780'},200,9,13,DUO_SUPPORT,NONE,4,12,3111,2031,3040,0,0,0,3340,False,0,7,0,0,0,0,0,0,0,0,203,75710,67493,8216,0,0,6024,5688,335,0,10940,8620,1859,461,5633,4450,0,0,130,8,8,0,11,0,0,7,5,0,False,False,False,False,8230,{'0-10': 7.4},{'0-10': 435.4},{'0-10': 259.6},Ryze,Flash,Teleport,Red,Phase Rush,Mercury's Treads,Refillable Potion,Seraph's Embrace,N/A,N/A,N/A,Warding Totem (Trinket)
{'summonerName': 'PvssySlayer69'},200,10,10,DUO_SUPPORT,NONE,12,4,2033,1001,3124,0,0,1042,3340,False,0,1,0,0,0,0,0,0,0,0,1076,57647,32609,22833,2204,0,7408,4129,3206,72,6913,3328,3416,168,5304,4275,0,0,121,8,5,0,11,1,0,8,5,0,False,False,False,False,8008,{'0-10': 5.7},{'0-10': 413.20000000000005},{'0-10': 222.60000000000002},Kayle,Teleport,Flash,Red,Lethal Tempo,Corrupting Potion,Boots of Speed,Guinsoo's Rageblade,N/A,N/A,Dagger,Warding Totem (Trinket)
{'summonerName': 'xHamtaro4224'},100,1,107,NONE,JUNGLE,11,4,2421,3077,3147,3814,3158,3036,3364,False,8,11,4,2,2,1,0,0,0,0,478,165079,7267,146730,11081,0,18266,903,16424,939,37619,20268,17065,286,12843,12050,0,0,37,137,107,4,15,1,0,17,6,1,False,False,False,False,8010,"{'10-20': 1.1, '0-10': 0.5, '20-30': 2.1}","{'10-20': 464.9, '0-10': 328.79999999999995, '20-30': 416.4}","{'10-20': 389, '0-10': 284.9, '20-30': 463.5}",Rengar,Smite,Flash,Blue,Conqueror,Broken Stopwatch,Tiamat,Duskblade of Draktharr,Edge of Night,Ionian Boots of Lucidity,Lord Dominik's Regards,Oracle Lens
{'summonerName': 'TibetanM0nk'},100,2,22,SOLO,BOTTOM,7,4,3031,3139,0,3085,3508,3006,3363,False,10,9,6,4,3,2,2,0,0,0,345,182602,1570,158693,22337,551,20304,1370,18402,532,20957,11002,9916,39,14166,14250,2,0,196,8,1,0,16,2,0,31,10,4,False,False,False,False,8008,"{'10-20': 5.6, '0-10': 6.1, '20-30': 6.300000000000001}","{'10-20': 413.5, '0-10': 308.8, '20-30': 651.4000000000001}","{'10-20': 416.59999999999997, '0-10': 294.4, '20-30': 587.5}",Ashe,Heal,Flash,Blue,Lethal Tempo,Infinity Edge,Mercurial Scimitar,N/A,Runaan's Hurricane,Essence Reaver,Berserker's Greaves,Farsight Alteration
{'summonerName': 'Idreez'},100,3,86,SOLO,TOP,4,14,2055,3111,3046,3067,3211,3078,3340,False,3,8,10,0,0,1,0,0,0,0,545,103769,0,100094,3674,527,15217,0,11542,3674,32664,19529,12149,984,10606,10308,3,0,158,8,0,4,15,5,0,27,12,0,False,False,False,False,8010,"{'10-20': 7.7, '0-10': 5.8, '20-30': 2.2}","{'10-20': 487.5, '0-10': 414.1, '20-30': 459.59999999999997}","{'10-20': 352.8, '0-10': 264.4, '20-30': 349.1}",Garen,Flash,Ignite,Blue,Conqueror,Control Ward,Mercury's Treads,Phantom Dancer,Kindlegem,Spectre's Cowl,Trinity Force,Warding Totem (Trinket)
{'summonerName': 'ShroomsofBuddha'},100,4,25,DUO_SUPPORT,MIDDLE,4,14,0,3157,3853,1026,3116,3020,3364,False,4,9,17,0,0,1,0,0,0,0,395,47488,42369,3292,1826,0,20156,17191,1138,1826,22300,14651,6925,723,9983,8625,0,0,29,10,2,4,13,9,0,77,40,10,False,False,False,False,8214,"{'10-20': 0.7, '0-10': 0.5, '20-30': 1.7000000000000002}","{'10-20': 225.4, '0-10': 225.9, '20-30': 557.4}","{'10-20': 257.6, '0-10': 231.9, '20-30': 375.5}",Morgana,Flash,Ignite,Blue,Summon Aery,N/A,Zhonya's Hourglass,Shard of True Ice,Blasting Wand,Rylai's Crystal Scepter,Sorcerer's Shoes,Oracle Lens
{'summonerName': 'anihalation'},100,5,101,DUO_CARRY,MIDDLE,1,4,1058,3157,3285,3020,1058,0,3340,False,4,6,11,2,1,2,1,0,0,0,528,148363,138770,9593,0,0,20729,19966,762,0,19765,12018,7570,177,10565,10350,0,0,181,5,4,0,16,0,0,12,10,0,False,False,False,False,8229,"{'10-20': 6.5, '0-10': 6.6, '20-30': 4.8}","{'10-20': 434.5, '0-10': 430.3, '20-30': 592.5}","{'10-20': 268.2, '0-10': 252.10000000000002, '20-30': 454.9}",Xerath,Cleanse,Flash,Blue,Arcane Comet,Needlessly Large Rod,Zhonya's Hourglass,Luden's Echo,Sorcerer's Shoes,Needlessly Large Rod,N/A,Warding Totem (Trinket)
{'summonerName': 'ìrelia'},200,6,268,SOLO,TOP,12,4,1058,3157,3151,3165,3020,3115,3340,True,16,4,10,9,3,3,2,1,0,0,800,192570,177774,8887,5908,0,42168,41078,663,427,21888,5286,14989,1612,16582,15350,3,2,182,20,8,9,17,0,0,15,9,1,False,False,False,False,8010,"{'10-20': 8.7, '0-10': 7, '20-30': 2.2}","{'10-20': 583.6, '0-10': 515.2, '20-30': 610.5}","{'10-20': 514.1, '0-10': 337, '20-30': 641.2}",Azir,Teleport,Flash,Red,Conqueror,Needlessly Large Rod,Zhonya's Hourglass,Liandry's Torment,Morellonomicon,Sorcerer's Shoes,Nashor's Tooth,Warding Totem (Trinket)
{'summonerName': 'DDAYsmurf'},200,7,236,DUO_CARRY,BOTTOM,4,7,3072,3508,3031,3006,3046,3134,3363,True,16,9,8,7,3,2,1,0,0,0,660,205784,5072,194449,6263,872,29586,1461,27558,566,31955,9654,21614,686,16483,16675,3,1,193,23,18,4,17,1,0,31,8,2,True,False,False,False,8005,"{'10-20': 6.1, '0-10': 5.699999999999999, '20-30': 6.4}","{'10-20': 462.9, '0-10': 342.20000000000005, '20-30': 743.3}","{'10-20': 567.1, '0-10': 344.7, '20-30': 522.5}",Lucian,Flash,Heal,Red,Press the Attack,Bloodthirster,Essence Reaver,Infinity Edge,Berserker's Greaves,Phantom Dancer,Serrated Dirk,Farsight Alteration
{'summonerName': 'CTgreat123'},200,8,154,NONE,JUNGLE,4,11,1401,3075,3111,3211,0,0,3364,True,2,7,13,0,0,1,0,0,0,0,771,92327,64633,19425,8268,29,7544,6176,1129,238,32087,6989,21682,3415,9396,8000,1,0,25,88,52,0,14,2,0,25,4,2,False,False,False,False,8439,"{'10-20': 1.1, '0-10': 0.3, '20-30': 0.1}","{'10-20': 311.4, '0-10': 240, '20-30': 447.70000000000005}","{'10-20': 301.6, '0-10': 251.5, '20-30': 263.3}",Zac,Flash,Smite,Red,Aftershock,Enchantment: Cinderhulk,Thornmail,Mercury's Treads,Spectre's Cowl,N/A,N/A,Oracle Lens
{'summonerName': 'Orangutans'},200,9,99,SOLO,MIDDLE,21,4,3157,3020,3285,1058,1058,0,3340,True,8,2,12,4,2,1,0,0,0,0,1238,95812,84803,10846,162,0,21176,19946,1140,90,15594,9512,5310,771,11672,10200,0,0,128,0,0,0,14,0,0,18,10,3,False,False,False,False,8229,"{'10-20': 4.4, '0-10': 7.1, '20-30': 0.6}","{'10-20': 398, '0-10': 413.6, '20-30': 349.5}","{'10-20': 346.9, '0-10': 254.3, '20-30': 427.5}",Lux,Barrier,Flash,Red,Arcane Comet,Zhonya's Hourglass,Sorcerer's Shoes,Luden's Echo,Needlessly Large Rod,Needlessly Large Rod,N/A,Warding Totem (Trinket)
{'summonerName': 'allen1426'},200,10,412,DUO_SUPPORT,BOTTOM,4,14,3857,3107,3050,3117,3801,3024,3364,True,1,7,16,0,0,1,0,0,0,0,474,21588,11590,5808,4188,0,8964,6081,1956,925,22711,9925,12263,522,8114,7550,1,0,37,0,0,0,14,2,0,44,25,5,False,False,False,False,8437,"{'10-20': 1.1, '0-10': 2.0999999999999996, '20-30': 0.4}","{'10-20': 344.4, '0-10': 277.9, '20-30': 362.79999999999995}","{'10-20': 245.10000000000002, '0-10': 187.39999999999998, '20-30': 280.4}",Thresh,Flash,Ignite,Red,Grasp of the Undying,Pauldrons of Whiterock,Redemption,Zeke's Convergence,Boots of Mobility,Crystalline Bracer,Glacial Shroud,Oracle Lens
